RSSI,Distance,Visibility
-62,2.0,los
-64,2.0,los
-64,2.0,los
-64,2.0,los
-62,2.0,los
-64,2.0,los
-64,2.0,los
-62,2.0,los
-64,2.0,los
-62,2.0,los
-64,2.0,los
-63,2.0,los
-63,2.0,los
-63,2.0,los
-64,2.0,los
-61,2.0,los
-62,2.0,los
-64,2.0,los
-63,2.0,los
-62,2.0,los
-64,2.0,los
-62,2.0,los
-63,2.0,los
-60,2.0,los
-61,2.0,los
-61,2.0,los
-63,2.0,los
-61,2.0,los
-62,2.0,los
-61,2.0,los
-61,2.0,los
-59,2.0,los
-62,2.0,los
-59,2.0,los
-61,2.0,los
-63,2.0,los
-59,2.0,los
-62,2.0,los
-60,2.0,los
-62,2.0,los
-63,2.0,los
-61,2.0,los
-58,2.0,los
-62,2.0,los
-60,2.0,los
-62,2.0,los
-59,2.0,los
-63,2.0,los
-63,2.0,los
-62,2.0,los
-65,2.0,los
-63,2.0,los
-63,2.0,los
-64,2.0,los
-61,2.0,los
-63,2.0,los
-61,2.0,los
-62,2.0,los
-63,2.0,los
-61,2.0,los
-62,2.0,los
-63,2.0,los
-62,2.0,los
-63,2.0,los
-63,2.0,los
-60,2.0,los
-60,2.0,los
-62,2.0,los
-60,2.0,los
-63,2.0,los
-62,2.0,los
-62,2.0,los
-60,2.0,los
-63,2.0,los
-63,2.0,los
-62,2.0,los
-61,2.0,los
-63,2.0,los
-62,2.0,los
-63,2.0,los
-62,2.0,los
-64,2.0,los
-63,2.0,los
-61,2.0,los
-63,2.0,los
-63,2.0,los
-61,2.0,los
-62,2.0,los
-61,2.0,los
-63,2.0,los
-64,2.0,los
-60,2.0,los
-62,2.0,los
-64,2.0,los
-62,2.0,los
-60,2.0,los
-65,2.0,los
-60,2.0,los
-61,2.0,los
-63,2.0,los
-62,2.0,los
-63,2.0,los
-60,2.0,los
-62,2.0,los
-63,2.0,los
-60,2.0,los
-61,2.0,los
-61,2.0,los
-62,2.0,los
-65,2.0,los
-60,2.0,los
-62,2.0,los
-63,2.0,los
-61,2.0,los
-60,2.0,los
-63,2.0,los
-61,2.0,los
-63,2.0,los
-61,2.0,los
-62,2.0,los
-62,2.0,los
-62,2.0,los
-61,2.0,los
-62,2.0,los
-63,2.0,los
-64,2.0,los
-59,2.0,los
-61,2.0,los
-64,2.0,los
-63,2.0,los
-65,2.0,los
-61,2.0,los
-64,2.0,los
-64,2.0,los
-66,2.0,los
-63,2.0,los
-64,2.0,los
-64,2.0,los
-65,2.0,los
-63,2.0,los
-66,2.0,los
-63,2.0,los
-64,2.0,los
-66,2.0,los
-71,2.0,los
-65,2.0,los
-67,2.0,los
-62,2.0,los
-65,2.0,los
-65,2.0,los
-63,2.0,los
-65,2.0,los
-61,2.0,los
-64,2.0,los
-61,2.0,los
-63,2.0,los
-64,2.0,los
-66,2.0,los
-63,2.0,los
-64,2.0,los
-63,2.0,los
-64,2.0,los
-63,2.0,los
-65,2.0,los
-64,2.0,los
-67,2.0,los
-62,2.0,los
-65,2.0,los
-66,2.0,los
-66,2.0,los
-68,2.0,los
-65,2.0,los
-61,2.0,los
-66,2.0,los
-62,2.0,los
-64,2.0,los
-65,2.0,los
-59,2.0,los
-64,2.0,los
-60,2.0,los
-65,2.0,los
-66,2.0,los
-65,2.0,los
-66,2.0,los
-66,2.0,los
-61,2.0,los
-65,2.0,los
-68,2.0,los
-63,2.0,los
-65,2.0,los
-66,2.0,los
-65,2.0,los
-63,2.0,los
-64,2.0,los
-67,2.0,los
-66,2.0,los
-63,2.0,los
-66,2.0,los
-60,2.0,los
-64,2.0,los
-65,2.0,los
-61,2.0,los
-60,2.0,los
-59,2.0,los
-61,2.0,los
-60,2.0,los
-59,2.0,los
-63,2.0,los
-64,2.0,los
-63,2.0,los
-67,2.0,los
-65,2.0,los
-63,2.0,los
-66,2.0,los
-60,2.0,los
-67,2.0,los
-66,2.0,los
-66,2.0,los
-66,2.0,los
-65,2.0,los
-66,2.0,los
-61,2.0,los
-66,2.0,los
-66,2.0,los
-60,2.0,los
-65,2.0,los
-66,2.0,los
-60,2.0,los
-66,2.0,los
-62,2.0,los
-66,2.0,los
-66,2.0,los
-61,2.0,los
-67,2.0,los
-60,2.0,los
-62,2.0,los
-60,2.0,los
-59,2.0,los
-66,2.0,los
-64,2.0,los
-62,2.0,los
-63,2.0,los
-63,2.0,los
-60,2.0,los
-60,2.0,los
-65,2.0,los
-61,2.0,los
-62,2.0,los
-64,2.0,los
-63,2.0,los
-63,2.0,los
-60,2.0,los
-64,2.0,los
-62,2.0,los
-63,2.0,los
-59,2.0,los
-64,2.0,los
-58,2.0,los
-58,2.0,los
-59,2.0,los
-62,2.0,los
-63,2.0,los
-59,2.0,los
-62,2.0,los
-61,2.0,los
-62,2.0,los
-59,2.0,los
-62,2.0,los
-62,2.0,los
-61,2.0,los
-61,2.0,los
-63,2.0,los
-64,2.0,los
-62,2.0,los
-61,2.0,los
-60,2.0,los
-60,2.0,los
-63,2.0,los
-62,2.0,los
-61,2.0,los
-62,2.0,los
-62,2.0,los
-61,2.0,los
-60,2.0,los
