RSSI,Distance,Visibility
-53,3.5,los
-56,3.5,los
-73,3.5,los
-61,3.5,los
-58,3.5,los
-56,3.5,los
-67,3.5,los
-59,3.5,los
-55,3.5,los
-73,3.5,los
-57,3.5,los
-54,3.5,los
-53,3.5,los
-58,3.5,los
-72,3.5,los
-57,3.5,los
-71,3.5,los
-53,3.5,los
-72,3.5,los
-58,3.5,los
-53,3.5,los
-71,3.5,los
-52,3.5,los
-58,3.5,los
-52,3.5,los
-58,3.5,los
-70,3.5,los
-53,3.5,los
-57,3.5,los
-53,3.5,los
-71,3.5,los
-57,3.5,los
-53,3.5,los
-71,3.5,los
-57,3.5,los
-52,3.5,los
-53,3.5,los
-57,3.5,los
-53,3.5,los
-53,3.5,los
-57,3.5,los
-53,3.5,los
-58,3.5,los
-71,3.5,los
-53,3.5,los
-71,3.5,los
-57,3.5,los
-52,3.5,los
-53,3.5,los
-53,3.5,los
-70,3.5,los
-57,3.5,los
-53,3.5,los
-71,3.5,los
-53,3.5,los
-71,3.5,los
-58,3.5,los
-53,3.5,los
-53,3.5,los
-53,3.5,los
-58,3.5,los
-53,3.5,los
-70,3.5,los
-58,3.5,los
-52,3.5,los
-71,3.5,los
-57,3.5,los
-53,3.5,los
-70,3.5,los
-52,3.5,los
-70,3.5,los
-58,3.5,los
-57,3.5,los
-53,3.5,los
-53,3.5,los
-70,3.5,los
-58,3.5,los
-53,3.5,los
-70,3.5,los
-58,3.5,los
-53,3.5,los
-71,3.5,los
-58,3.5,los
-53,3.5,los
-53,3.5,los
-71,3.5,los
-57,3.5,los
-53,3.5,los
-70,3.5,los
-57,3.5,los
-58,3.5,los
-53,3.5,los
-58,3.5,los
-53,3.5,los
-71,3.5,los
-57,3.5,los
-57,3.5,los
-53,3.5,los
-53,3.5,los
-69,3.5,los
-57,3.5,los
-53,3.5,los
-57,3.5,los
-53,3.5,los
-58,3.5,los
-52,3.5,los
-58,3.5,los
-53,3.5,los
-58,3.5,los
-53,3.5,los
-70,3.5,los
-57,3.5,los
-53,3.5,los
-70,3.5,los
-58,3.5,los
-53,3.5,los
-57,3.5,los
-53,3.5,los
-71,3.5,los
-53,3.5,los
-58,3.5,los
-53,3.5,los
-58,3.5,los
-57,3.5,los
-53,3.5,los
-57,3.5,los
-58,3.5,los
-53,3.5,los
-70,3.5,los
-58,3.5,los
-53,3.5,los
-70,3.5,los
-53,3.5,los
-70,3.5,los
-58,3.5,los
-53,3.5,los
-70,3.5,los
-57,3.5,los
-53,3.5,los
-70,3.5,los
-58,3.5,los
-53,3.5,los
-68,3.5,los
-58,3.5,los
-53,3.5,los
-70,3.5,los
-58,3.5,los
-53,3.5,los
-70,3.5,los
-73,3.5,los
-57,3.5,los
-53,3.5,los
-54,3.5,los
-72,3.5,los
-58,3.5,los
-54,3.5,los
-57,3.5,los
-74,3.5,los
-58,3.5,los
-74,3.5,los
-52,3.5,los
-54,3.5,los
-69,3.5,los
-57,3.5,los
-54,3.5,los
-58,3.5,los
-54,3.5,los
-69,3.5,los
-57,3.5,los
-58,3.5,los
-54,3.5,los
-57,3.5,los
-55,3.5,los
-69,3.5,los
-54,3.5,los
-70,3.5,los
-58,3.5,los
-53,3.5,los
-70,3.5,los
-58,3.5,los
-69,3.5,los
-58,3.5,los
-70,3.5,los
-55,3.5,los
-54,3.5,los
-69,3.5,los
-54,3.5,los
-69,3.5,los
-58,3.5,los
-53,3.5,los
-69,3.5,los
-71,3.5,los
-57,3.5,los
-54,3.5,los
-55,3.5,los
-54,3.5,los
-57,3.5,los
-54,3.5,los
-69,3.5,los
-58,3.5,los
-54,3.5,los
-58,3.5,los
-54,3.5,los
-69,3.5,los
-58,3.5,los
-69,3.5,los
-57,3.5,los
-53,3.5,los
-69,3.5,los
-54,3.5,los
-70,3.5,los
-58,3.5,los
-55,3.5,los
-58,3.5,los
-68,3.5,los
-54,3.5,los
-69,3.5,los
-54,3.5,los
-70,3.5,los
-57,3.5,los
-57,3.5,los
-67,3.5,los
-58,3.5,los
-54,3.5,los
-67,3.5,los
-57,3.5,los
-68,3.5,los
-53,3.5,los
-69,3.5,los
-54,3.5,los
-69,3.5,los
-58,3.5,los
-55,3.5,los
-69,3.5,los
-57,3.5,los
-55,3.5,los
-70,3.5,los
-69,3.5,los
-57,3.5,los
-58,3.5,los
-69,3.5,los
-57,3.5,los
-54,3.5,los
-70,3.5,los
-54,3.5,los
-68,3.5,los
-57,3.5,los
-69,3.5,los
-54,3.5,los
-69,3.5,los
-69,3.5,los
-58,3.5,los
-54,3.5,los
-58,3.5,los
-55,3.5,los
-69,3.5,los
-54,3.5,los
-57,3.5,los
-57,3.5,los
-70,3.5,los
-54,3.5,los
-69,3.5,los
-54,3.5,los
-58,3.5,los
-54,3.5,los
-57,3.5,los
-54,3.5,los
-69,3.5,los
-57,3.5,los
-53,3.5,los
-68,3.5,los
-57,3.5,los
-54,3.5,los
-68,3.5,los
-57,3.5,los
-53,3.5,los
-69,3.5,los
