RSSI,Distance,Visibility
-42,1.0,nlos
-43,1.0,nlos
-53,1.0,nlos
-41,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-54,1.0,nlos
-54,1.0,nlos
-42,1.0,nlos
-51,1.0,nlos
-42,1.0,nlos
-47,1.0,nlos
-54,1.0,nlos
-48,1.0,nlos
-54,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-56,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-54,1.0,nlos
-76,1.0,nlos
-42,1.0,nlos
-55,1.0,nlos
-42,1.0,nlos
-53,1.0,nlos
-43,1.0,nlos
-55,1.0,nlos
-43,1.0,nlos
-41,1.0,nlos
-50,1.0,nlos
-42,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-54,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-54,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-55,1.0,nlos
-42,1.0,nlos
-54,1.0,nlos
-43,1.0,nlos
-43,1.0,nlos
-55,1.0,nlos
-54,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-54,1.0,nlos
-54,1.0,nlos
-43,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-43,1.0,nlos
-55,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-55,1.0,nlos
-42,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-54,1.0,nlos
-42,1.0,nlos
-55,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-55,1.0,nlos
-42,1.0,nlos
-47,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-55,1.0,nlos
-42,1.0,nlos
-54,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-54,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-52,1.0,nlos
-42,1.0,nlos
-41,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-54,1.0,nlos
-42,1.0,nlos
-54,1.0,nlos
-42,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-54,1.0,nlos
-53,1.0,nlos
-43,1.0,nlos
-42,1.0,nlos
-53,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-53,1.0,nlos
-43,1.0,nlos
-42,1.0,nlos
-53,1.0,nlos
-47,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-55,1.0,nlos
-91,1.0,nlos
-42,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-54,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-53,1.0,nlos
-43,1.0,nlos
-42,1.0,nlos
-55,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-54,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-54,1.0,nlos
-42,1.0,nlos
-54,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-42,1.0,nlos
-54,1.0,nlos
-42,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-53,1.0,nlos
-43,1.0,nlos
-42,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-55,1.0,nlos
-42,1.0,nlos
-54,1.0,nlos
-42,1.0,nlos
-54,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-55,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-43,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-41,1.0,nlos
-53,1.0,nlos
-43,1.0,nlos
-57,1.0,nlos
-42,1.0,nlos
-55,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-55,1.0,nlos
-42,1.0,nlos
-55,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-74,1.0,nlos
-54,1.0,nlos
-43,1.0,nlos
-52,1.0,nlos
-43,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-48,1.0,nlos
-41,1.0,nlos
-43,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-52,1.0,nlos
-42,1.0,nlos
-47,1.0,nlos
-54,1.0,nlos
-43,1.0,nlos
-54,1.0,nlos
-54,1.0,nlos
-43,1.0,nlos
-42,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-54,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-52,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-52,1.0,nlos
-43,1.0,nlos
-43,1.0,nlos
-52,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-52,1.0,nlos
-52,1.0,nlos
-43,1.0,nlos
-53,1.0,nlos
-52,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-52,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-52,1.0,nlos
-42,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-52,1.0,nlos
-43,1.0,nlos
-42,1.0,nlos
-52,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-52,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
-52,1.0,nlos
-42,1.0,nlos
-43,1.0,nlos
-53,1.0,nlos
-42,1.0,nlos
-42,1.0,nlos
