RSSI,Distance,Visibility
-55,1.0,los
-59,1.0,los
-59,1.0,los
-55,1.0,los
-56,1.0,los
-53,1.0,los
-59,1.0,los
-56,1.0,los
-55,1.0,los
-58,1.0,los
-45,1.0,los
-46,1.0,los
-48,1.0,los
-46,1.0,los
-54,1.0,los
-51,1.0,los
-45,1.0,los
-55,1.0,los
-46,1.0,los
-49,1.0,los
-53,1.0,los
-45,1.0,los
-53,1.0,los
-50,1.0,los
-45,1.0,los
-54,1.0,los
-51,1.0,los
-53,1.0,los
-50,1.0,los
-46,1.0,los
-50,1.0,los
-54,1.0,los
-55,1.0,los
-44,1.0,los
-55,1.0,los
-54,1.0,los
-45,1.0,los
-50,1.0,los
-49,1.0,los
-45,1.0,los
-50,1.0,los
-54,1.0,los
-50,1.0,los
-54,1.0,los
-45,1.0,los
-54,1.0,los
-45,1.0,los
-49,1.0,los
-54,1.0,los
-53,1.0,los
-54,1.0,los
-49,1.0,los
-45,1.0,los
-49,1.0,los
-54,1.0,los
-45,1.0,los
-49,1.0,los
-49,1.0,los
-50,1.0,los
-54,1.0,los
-46,1.0,los
-45,1.0,los
-54,1.0,los
-46,1.0,los
-54,1.0,los
-44,1.0,los
-50,1.0,los
-54,1.0,los
-45,1.0,los
-47,1.0,los
-54,1.0,los
-45,1.0,los
-50,1.0,los
-54,1.0,los
-45,1.0,los
-45,1.0,los
-50,1.0,los
-54,1.0,los
-45,1.0,los
-54,1.0,los
-49,1.0,los
-54,1.0,los
-50,1.0,los
-55,1.0,los
-46,1.0,los
-54,1.0,los
-44,1.0,los
-49,1.0,los
-57,1.0,los
-45,1.0,los
-50,1.0,los
-55,1.0,los
-45,1.0,los
-49,1.0,los
-55,1.0,los
-50,1.0,los
-54,1.0,los
-49,1.0,los
-50,1.0,los
-54,1.0,los
-48,1.0,los
-50,1.0,los
-55,1.0,los
-45,1.0,los
-54,1.0,los
-50,1.0,los
-49,1.0,los
-55,1.0,los
-45,1.0,los
-50,1.0,los
-54,1.0,los
-44,1.0,los
-49,1.0,los
-55,1.0,los
-46,1.0,los
-55,1.0,los
-46,1.0,los
-54,1.0,los
-45,1.0,los
-50,1.0,los
-54,1.0,los
-49,1.0,los
-50,1.0,los
-49,1.0,los
-45,1.0,los
-46,1.0,los
-54,1.0,los
-49,1.0,los
-49,1.0,los
-45,1.0,los
-49,1.0,los
-49,1.0,los
-55,1.0,los
-49,1.0,los
-50,1.0,los
-54,1.0,los
-50,1.0,los
-54,1.0,los
-54,1.0,los
-50,1.0,los
-54,1.0,los
-50,1.0,los
-50,1.0,los
-49,1.0,los
-50,1.0,los
-44,1.0,los
-49,1.0,los
-55,1.0,los
-45,1.0,los
-55,1.0,los
-49,1.0,los
-50,1.0,los
-54,1.0,los
-45,1.0,los
-54,1.0,los
-49,1.0,los
-55,1.0,los
-45,1.0,los
-50,1.0,los
-49,1.0,los
-49,1.0,los
-54,1.0,los
-45,1.0,los
-49,1.0,los
-54,1.0,los
-45,1.0,los
-50,1.0,los
-54,1.0,los
-49,1.0,los
-54,1.0,los
-45,1.0,los
-49,1.0,los
-45,1.0,los
-54,1.0,los
-44,1.0,los
-49,1.0,los
-54,1.0,los
-45,1.0,los
-50,1.0,los
-50,1.0,los
-54,1.0,los
-49,1.0,los
-50,1.0,los
-44,1.0,los
-49,1.0,los
-54,1.0,los
-49,1.0,los
-49,1.0,los
-54,1.0,los
-45,1.0,los
-49,1.0,los
-50,1.0,los
-54,1.0,los
-44,1.0,los
-49,1.0,los
-53,1.0,los
-49,1.0,los
-49,1.0,los
-54,1.0,los
-50,1.0,los
-49,1.0,los
-54,1.0,los
-49,1.0,los
-49,1.0,los
-54,1.0,los
-49,1.0,los
-50,1.0,los
-45,1.0,los
-46,1.0,los
-54,1.0,los
-50,1.0,los
-54,1.0,los
-50,1.0,los
-54,1.0,los
-45,1.0,los
-54,1.0,los
-45,1.0,los
-50,1.0,los
-54,1.0,los
-50,1.0,los
-55,1.0,los
-49,1.0,los
-50,1.0,los
-53,1.0,los
-45,1.0,los
-50,1.0,los
-54,1.0,los
-45,1.0,los
-49,1.0,los
-54,1.0,los
-49,1.0,los
-50,1.0,los
-54,1.0,los
-49,1.0,los
-49,1.0,los
-45,1.0,los
-53,1.0,los
-45,1.0,los
-46,1.0,los
-49,1.0,los
-50,1.0,los
-53,1.0,los
-46,1.0,los
-53,1.0,los
-45,1.0,los
-50,1.0,los
-53,1.0,los
-45,1.0,los
-50,1.0,los
-45,1.0,los
-50,1.0,los
-53,1.0,los
-50,1.0,los
-53,1.0,los
-47,1.0,los
-52,1.0,los
-45,1.0,los
-50,1.0,los
-52,1.0,los
-49,1.0,los
-54,1.0,los
-47,1.0,los
-45,1.0,los
-49,1.0,los
-50,1.0,los
-50,1.0,los
-54,1.0,los
-44,1.0,los
-50,1.0,los
-53,1.0,los
-45,1.0,los
-49,1.0,los
-54,1.0,los
-45,1.0,los
-50,1.0,los
-53,1.0,los
-45,1.0,los
